checkpoint_sentences,sentence_index,retrieval_mode,recall_step,expected_word,decoded_word,raw_event_count,raw_predicted_column_count,prediction_active_cell_count,advance_success,timed_overlap_of_selected_word,column_overlap_of_selected_word,number_of_ranked_candidates,top_5_candidates,stopped_reason,previous_active_cell_count,previous_winner_count,burst_cell_count
100,46,proximal-replay,3,was,was,14,14,14,,10,10,39,"[{""word"": ""was"", ""timed_overlap"": 10, ""column_overlap"": 10}, {""word"": ""does"", ""timed_overlap"": 3, ""column_overlap"": 5}, {""word"": ""harm"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""snuff-box"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Clow"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,10,10,0
100,46,proximal-replay,4,an,heated,34,34,34,,10,10,45,"[{""word"": ""heated"", ""timed_overlap"": 10, ""column_overlap"": 10}, {""word"": ""pretence"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Don"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""praised"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""howled"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,10,10,0
100,47,proximal-replay,1,but,but,84,84,84,,3,4,49,"[{""word"": ""but"", ""timed_overlap"": 3, ""column_overlap"": 4}, {""word"": ""and"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""early"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""too"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""long"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,28,10,63
100,47,proximal-replay,2,somehow,it,82,82,82,,4,4,45,"[{""word"": ""it"", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""somehow"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""no"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""awful"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""up"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,73,10,36
100,47,proximal-replay,3,we,'s,69,69,69,,6,6,49,"[{""word"": ""'s"", ""timed_overlap"": 6, ""column_overlap"": 6}, {""word"": ""Aunt"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""fall"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": "";"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""hall"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,46,10,36
100,47,proximal-replay,4,do,so,58,58,58,,7,7,50,"[{""word"": ""so"", ""timed_overlap"": 7, ""column_overlap"": 7}, {""word"": ""petals"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""humanity"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""order"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""face"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,46,10,18
100,48,proximal-replay,1,leafy,leafy,68,68,68,,4,4,54,"[{""word"": ""leafy"", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""Oh"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""grown"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""pretence"", ""timed_overlap"": 1, ""column_overlap"": 2}, {""word"": ""Nay"", ""timed_overlap"": 1, ""column_overlap"": 2}]",completed,37,10,47
100,48,proximal-replay,2,branch,branch,73,73,73,,4,4,52,"[{""word"": ""branch"", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""he"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""horses"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""on"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""ought"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,55,10,46
100,48,proximal-replay,3,and,and,41,41,41,,6,6,35,"[{""word"": ""and"", ""timed_overlap"": 6, ""column_overlap"": 6}, {""word"": ""frightened"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""too"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""know"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""I"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,55,10,37
100,48,proximal-replay,4,look,head,92,92,92,,2,3,49,"[{""word"": ""head"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""captain"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""statelier"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""I"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""look"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,46,10,63
100,49,proximal-replay,1,'s,'s,69,69,69,,6,6,43,"[{""word"": ""'s"", ""timed_overlap"": 6, ""column_overlap"": 6}, {""word"": ""fall"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Aunt"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Oh"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""word"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,55,10,36
100,49,proximal-replay,2,very,so,58,58,58,,7,7,50,"[{""word"": ""so"", ""timed_overlap"": 7, ""column_overlap"": 7}, {""word"": ""humanity"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""petals"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""order"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""like"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,46,10,18
100,49,proximal-replay,3,nice,--,23,23,23,,10,10,44,"[{""word"": ""--"", ""timed_overlap"": 10, ""column_overlap"": 10}, {""word"": ""``"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""o"", ""timed_overlap"": 1, ""column_overlap"": 5}, {""word"": ""highness"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""put"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,28,10,0
100,49,proximal-replay,4,to,so,9,9,9,,8,8,35,"[{""word"": ""so"", ""timed_overlap"": 8, ""column_overlap"": 8}, {""word"": ""sat"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""veil"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""petals"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""agreement"", ""timed_overlap"": 1, ""column_overlap"": 2}]",completed,10,10,20
100,50,proximal-replay,1,value,value,67,67,67,,5,5,45,"[{""word"": ""value"", ""timed_overlap"": 5, ""column_overlap"": 5}, {""word"": ""great"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""had"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""sensible"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""snow"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,37,10,18
100,50,proximal-replay,2,on,on,15,15,15,,10,10,46,"[{""word"": ""on"", ""timed_overlap"": 10, ""column_overlap"": 10}, {""word"": ""Remember"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""still"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""coming"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""let"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,28,10,0
100,50,proximal-replay,3,beauty,beauty,19,19,19,,8,8,43,"[{""word"": ""beauty"", ""timed_overlap"": 8, ""column_overlap"": 8}, {""word"": ""dragging"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""the"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""was"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""His"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,10,10,19
100,50,proximal-replay,4,",",",",41,41,41,,3,5,40,"[{""word"": "","", ""timed_overlap"": 3, ""column_overlap"": 5}, {""word"": ""already"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""our"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""roar"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""."", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,28,10,45
100,51,proximal-replay,1,highness,highness,15,15,15,,8,8,44,"[{""word"": ""highness"", ""timed_overlap"": 8, ""column_overlap"": 8}, {""word"": ""now"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""jealousy"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""run"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Bill"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,28,10,19
100,51,proximal-replay,2,mean,mean,28,28,28,,8,8,47,"[{""word"": ""mean"", ""timed_overlap"": 8, ""column_overlap"": 8}, {""word"": ""'"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""things"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Lucinda"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""common"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,28,10,9
100,51,proximal-replay,3,to,to,16,16,16,,10,10,55,"[{""word"": ""to"", ""timed_overlap"": 10, ""column_overlap"": 10}, {""word"": ""He"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""eggs"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""bear"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Arts"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,19,10,0
100,51,proximal-replay,4,treat,treat,28,28,28,,10,10,36,"[{""word"": ""treat"", ""timed_overlap"": 10, ""column_overlap"": 10}, {""word"": ""would"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""eggs"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""youth"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""dear"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,10,10,0
100,52,proximal-replay,1,drug-vendor,drug-vendor,66,66,66,,6,6,46,"[{""word"": ""drug-vendor"", ""timed_overlap"": 6, ""column_overlap"": 6}, {""word"": ""Nan"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""petals"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Bagheera"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""`"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,64,10,28
100,52,proximal-replay,2,of,of,18,18,18,,8,8,45,"[{""word"": ""of"", ""timed_overlap"": 8, ""column_overlap"": 8}, {""word"": ""challenge"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""well"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Now"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Kindly"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,37,10,19
100,52,proximal-replay,3,two,two,38,38,38,,4,5,39,"[{""word"": ""two"", ""timed_overlap"": 4, ""column_overlap"": 5}, {""word"": ""amused"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""the"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""common"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""world"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,28,10,57
100,52,proximal-replay,4,months,months,63,63,63,,8,8,42,"[{""word"": ""months"", ""timed_overlap"": 8, ""column_overlap"": 8}, {""word"": ""Anne"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""were"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""dares"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""room"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,64,10,18
100,53,proximal-replay,1,howled,howled,71,71,71,,2,2,50,"[{""word"": ""howled"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""behind"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""bestrewn"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""ruin"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""deep"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,82,10,63
100,53,proximal-replay,2,",",our,92,92,92,,2,4,47,"[{""word"": ""our"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""already"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Gilbert"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""axe"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""am"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,73,10,72
100,53,proximal-replay,3,and,one,72,72,72,,2,4,54,"[{""word"": ""one"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""able"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""heads"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""axe"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""She"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,82,10,74
100,53,proximal-replay,4,torrents,laughed,58,58,58,,4,4,53,"[{""word"": ""laughed"", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""deep"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""after"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Puck"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""high"", ""timed_overlap"": 1, ""column_overlap"": 5}]",completed,82,10,27
100,54,proximal-replay,1,",",",",72,72,72,,2,3,39,"[{""word"": "","", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""our"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Dick"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""easel"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""already"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,46,10,54
100,54,proximal-replay,2,there,I,98,98,98,,2,4,48,"[{""word"": ""I"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""easel"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""`"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""it"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""found"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,64,10,54
100,54,proximal-replay,3,is,'ve,91,91,91,,4,4,52,"[{""word"": ""'ve"", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""minister"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""six"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""ca"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""them"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,64,10,36
100,54,proximal-replay,4,a,come,51,51,51,,5,5,40,"[{""word"": ""come"", ""timed_overlap"": 5, ""column_overlap"": 5}, {""word"": ""seen"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""challenge"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""his"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""planned"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,46,10,28
100,55,proximal-replay,1,as,as,17,17,17,,10,10,46,"[{""word"": ""as"", ""timed_overlap"": 10, ""column_overlap"": 10}, {""word"": ""heard"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""dares"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Well"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""Mrs."", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,19,10,0
100,55,proximal-replay,2,thou,thou,15,15,15,,7,7,39,"[{""word"": ""thou"", ""timed_overlap"": 7, ""column_overlap"": 7}, {""word"": ""laughed"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""they"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Spirit"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""like"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,10,10,29
100,55,proximal-replay,3,wilt,wilt,50,50,50,,5,5,45,"[{""word"": ""wilt"", ""timed_overlap"": 5, ""column_overlap"": 5}, {""word"": ""laughed"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Emmy"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""leafy"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""fish"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,37,10,19
100,55,proximal-replay,4,",",",",13,13,13,,2,3,30,"[{""word"": "","", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""full"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""do"", ""timed_overlap"": 1, ""column_overlap"": 2}, {""word"": ""captain"", ""timed_overlap"": 1, ""column_overlap"": 2}, {""word"": ""thrifty"", ""timed_overlap"": 1, ""column_overlap"": 2}]",completed,28,10,79
100,56,proximal-replay,1,a,a,16,16,16,,8,8,46,"[{""word"": ""a"", ""timed_overlap"": 8, ""column_overlap"": 8}, {""word"": ""finish"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Bowser"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""Squirrel"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""to"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,28,10,20
100,56,proximal-replay,2,thing,fine,45,45,45,,4,5,46,"[{""word"": ""fine"", ""timed_overlap"": 4, ""column_overlap"": 5}, {""word"": ""sensible"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""finish"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""old"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""parents"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,28,10,37
100,56,proximal-replay,3,into,lot,62,62,62,,4,5,45,"[{""word"": ""lot"", ""timed_overlap"": 4, ""column_overlap"": 5}, {""word"": ""Janet"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""growled"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""grown"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""and"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,46,10,36
100,56,proximal-replay,4,his,of,56,56,56,,4,4,33,"[{""word"": ""of"", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""'m"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""once"", ""timed_overlap"": 1, ""column_overlap"": 2}, {""word"": ""Square"", ""timed_overlap"": 1, ""column_overlap"": 2}, {""word"": ""challenge"", ""timed_overlap"": 1, ""column_overlap"": 2}]",completed,46,10,27
100,57,proximal-replay,1,have,have,86,86,86,,3,3,50,"[{""word"": ""have"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""chop"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""three"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""see"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""months"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,37,10,54
100,57,proximal-replay,2,grown,already,64,64,64,,4,4,55,"[{""word"": ""already"", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""grown"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""Instead"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""it"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Nay"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,64,10,27
100,57,proximal-replay,3,very,told,38,38,38,,6,6,44,"[{""word"": ""told"", ""timed_overlap"": 6, ""column_overlap"": 6}, {""word"": ""is"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Squirrel"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""but"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""three"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,37,10,38
100,57,proximal-replay,4,still,me,35,35,35,,9,9,46,"[{""word"": ""me"", ""timed_overlap"": 9, ""column_overlap"": 9}, {""word"": ""hair"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""mount"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""fall"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""stood"", ""timed_overlap"": 1, ""column_overlap"": 2}]",completed,46,10,9
100,58,proximal-replay,1,for,at,53,53,53,,6,6,50,"[{""word"": ""at"", ""timed_overlap"": 6, ""column_overlap"": 6}, {""word"": ""for"", ""timed_overlap"": 3, ""column_overlap"": 4}, {""word"": ""'em"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""very"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""when"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,64,10,10
100,58,proximal-replay,2,him,the,30,30,30,,5,6,39,"[{""word"": ""the"", ""timed_overlap"": 5, ""column_overlap"": 6}, {""word"": ""world"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""Spirit"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Puck"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""value"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,19,10,47
100,58,proximal-replay,3,",",axe,91,91,91,,3,4,48,"[{""word"": ""axe"", ""timed_overlap"": 3, ""column_overlap"": 4}, {""word"": ""Frank"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""bear"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""kind"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""silver"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,55,10,27
100,58,proximal-replay,4,all,and,36,36,36,,8,8,39,"[{""word"": ""and"", ""timed_overlap"": 8, ""column_overlap"": 8}, {""word"": ""I"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""too"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""Emmy"", ""timed_overlap"": 1, ""column_overlap"": 5}, {""word"": ""last"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,37,10,18
100,59,proximal-replay,1,coming,coming,44,44,44,,10,10,47,"[{""word"": ""coming"", ""timed_overlap"": 10, ""column_overlap"": 10}, {""word"": ""remorsefully"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Bagheera"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""fellow"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""She"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,19,10,0
100,59,proximal-replay,2,out,out,10,10,10,,9,9,36,"[{""word"": ""out"", ""timed_overlap"": 9, ""column_overlap"": 9}, {""word"": ""just"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""could"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""try"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""bearing"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,10,10,10
100,59,proximal-replay,3,now,now,45,45,45,,8,8,55,"[{""word"": ""now"", ""timed_overlap"": 8, ""column_overlap"": 8}, {""word"": ""ruin"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""ought"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""it"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""back"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,19,10,18
100,59,proximal-replay,4,",",",",39,39,39,,9,9,43,"[{""word"": "","", ""timed_overlap"": 9, ""column_overlap"": 9}, {""word"": ""leafy"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""already"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""wind"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""this"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,28,10,0
100,60,proximal-replay,1,plenty,long,80,80,80,,4,4,46,"[{""word"": ""long"", ""timed_overlap"": 4, ""column_overlap"": 4}, {""word"": ""pay"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""plenty"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""one"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""deal"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,37,10,36
100,60,proximal-replay,2,of,at,48,48,48,,6,6,47,"[{""word"": ""at"", ""timed_overlap"": 6, ""column_overlap"": 6}, {""word"": ""head"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""when"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""before"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""close"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,46,10,27
100,60,proximal-replay,3,the,her,46,46,46,,6,6,48,"[{""word"": ""her"", ""timed_overlap"": 6, ""column_overlap"": 6}, {""word"": ""knows"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""did"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""Look"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""once"", ""timed_overlap"": 2, ""column_overlap"": 2}]",completed,37,10,28
100,60,proximal-replay,4,kind,window,61,61,61,,6,6,39,"[{""word"": ""window"", ""timed_overlap"": 6, ""column_overlap"": 6}, {""word"": ""long"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""axe"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""common"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""six"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,37,10,27
100,61,proximal-replay,1,her,her,19,19,19,,8,8,42,"[{""word"": ""her"", ""timed_overlap"": 8, ""column_overlap"": 8}, {""word"": ""did"", ""timed_overlap"": 2, ""column_overlap"": 4}, {""word"": ""drop"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""once"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""a"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,46,10,18
100,61,proximal-replay,2,long,long,45,45,45,,7,7,44,"[{""word"": ""long"", ""timed_overlap"": 7, ""column_overlap"": 7}, {""word"": ""pictures"", ""timed_overlap"": 2, ""column_overlap"": 2}, {""word"": ""have"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""six"", ""timed_overlap"": 1, ""column_overlap"": 4}, {""word"": ""bronze-colored"", ""timed_overlap"": 1, ""column_overlap"": 4}]",completed,28,10,19
100,61,proximal-replay,3,",",",",30,30,30,,6,6,39,"[{""word"": "","", ""timed_overlap"": 6, ""column_overlap"": 6}, {""word"": ""at"", ""timed_overlap"": 3, ""column_overlap"": 3}, {""word"": ""highness"", ""timed_overlap"": 2, ""column_overlap"": 3}, {""word"": ""going"", ""timed_overlap"": 1, ""column_overlap"": 3}, {""word"": ""bringing"", ""timed_overlap"": 1, ""column_overlap"": 3}]",completed,28,10,38
